student_id,survey_date,achievement_score,adaptation_score,relationship_score,label
STU103,2025-01-04,4,4,3,1
STU103,2025-01-05,4,3,3,1
STU103,2025-01-06,4,4,3,1
STU103,2025-01-07,3,4,4,1
STU103,2025-01-08,3,4,3,1
STU103,2025-01-09,4,3,3,1
STU103,2025-01-10,3,4,4,1
STU103,2025-01-11,4,3,3,1
STU103,2025-01-12,4,4,4,1
STU103,2025-01-13,4,3,4,1
STU103,2025-01-14,4,3,3,1
STU103,2025-01-15,4,4,3,1
STU103,2025-01-16,4,4,4,1
STU103,2025-01-17,3,4,3,1
STU103,2025-01-18,4,3,4,1
STU103,2025-01-19,4,3,4,1
STU103,2025-01-20,3,3,3,1
STU103,2025-01-21,3,3,3,1
STU103,2025-01-22,3,3,3,1
STU103,2025-01-23,3,3,2,1
STU103,2025-01-24,2,3,3,1
STU103,2025-01-25,3,3,3,1
STU103,2025-01-26,3,3,3,1
STU103,2025-01-27,3,3,2,1
STU103,2025-01-28,2,3,2,1
STU103,2025-01-29,3,2,2,1
STU103,2025-01-30,2,3,3,1
STU103,2025-01-31,3,2,2,1
STU103,2025-02-01,3,3,2,1
STU103,2025-02-02,2,3,3,1
STU103,2025-02-03,3,3,3,1
STU103,2025-02-04,3,3,3,1
STU103,2025-02-05,2,3,3,1
STU103,2025-02-06,2,2,2,1
STU103,2025-02-07,2,3,2,1
STU103,2025-02-08,3,3,2,1
STU103,2025-02-09,3,3,2,1
STU103,2025-02-10,1,2,2,1
STU103,2025-02-11,1,2,2,1
STU103,2025-02-12,2,2,1,1
STU103,2025-02-13,2,2,1,1
STU103,2025-02-14,1,2,2,1
STU103,2025-02-15,1,1,2,1
STU103,2025-02-16,2,2,1,1
STU103,2025-02-17,1,1,2,1
STU103,2025-02-18,1,1,1,1
STU103,2025-02-19,2,1,2,1
STU103,2025-02-20,1,2,1,1
STU103,2025-02-21,2,2,2,1
STU103,2025-02-22,2,2,2,1
STU103,2025-02-23,1,2,1,1
STU103,2025-02-24,2,2,1,1
STU103,2025-02-25,2,2,1,1
STU103,2025-02-26,1,2,2,1
STU103,2025-02-27,1,1,2,1
STU103,2025-02-28,1,1,1,1
STU103,2025-03-01,2,2,2,1
STU104,2025-01-01,3,3,3,1
STU104,2025-01-02,4,4,3,1
STU104,2025-01-03,3,3,3,1
STU104,2025-01-04,4,4,4,1
STU104,2025-01-05,3,3,4,1
STU104,2025-01-06,3,3,3,1
STU104,2025-01-07,3,4,4,1
STU104,2025-01-08,4,3,4,1
STU104,2025-01-09,4,4,4,1
STU104,2025-01-10,3,3,3,1
STU104,2025-01-11,4,3,4,1
STU104,2025-01-12,3,4,3,1
STU104,2025-01-13,4,3,3,1
STU104,2025-01-14,4,4,3,1
STU104,2025-01-15,4,4,3,1
STU104,2025-01-16,4,4,3,1
STU104,2025-01-17,4,4,3,1
STU104,2025-01-18,3,4,3,1
STU104,2025-01-19,4,4,3,1
STU104,2025-01-20,4,3,3,1
STU104,2025-01-21,2,2,2,1
STU104,2025-01-22,3,2,2,1
STU104,2025-01-23,2,3,2,1
STU104,2025-01-24,2,2,2,1
STU104,2025-01-25,2,2,2,1
STU104,2025-01-26,2,2,2,1
STU104,2025-01-27,3,2,3,1
STU104,2025-01-28,3,2,2,1
STU104,2025-01-29,3,3,3,1
STU104,2025-01-30,3,3,2,1
STU104,2025-01-31,2,2,2,1
STU104,2025-02-01,2,3,2,1
STU104,2025-02-02,2,2,2,1
STU104,2025-02-03,2,2,2,1
STU104,2025-02-04,2,3,2,1
STU104,2025-02-05,2,3,2,1
STU104,2025-02-06,2,2,2,1
STU104,2025-02-07,3,2,2,1
STU104,2025-02-08,3,2,2,1
STU104,2025-02-09,2,3,3,1
STU104,2025-02-10,2,2,1,1
STU104,2025-02-11,2,1,1,1
STU104,2025-02-12,2,1,1,1
STU104,2025-02-13,1,1,2,1
STU104,2025-02-14,2,1,1,1
STU104,2025-02-15,2,1,1,1
STU104,2025-02-16,2,1,1,1
STU104,2025-02-17,1,1,2,1
STU104,2025-02-18,1,2,2,1
STU104,2025-02-19,2,2,1,1
STU104,2025-02-20,1,1,1,1
STU104,2025-02-21,2,2,2,1
STU104,2025-02-22,2,1,2,1
STU104,2025-02-23,2,1,1,1
STU104,2025-02-24,1,2,1,1
STU104,2025-02-25,2,1,1,1
STU104,2025-02-26,2,2,1,1
STU104,2025-02-27,1,1,1,1
STU104,2025-02-28,1,1,1,1
STU104,2025-03-01,1,1,1,1
STU105,2025-01-01,3,3,3,1
STU105,2025-01-02,3,3,3,1
STU105,2025-01-03,4,3,4,1
STU105,2025-01-04,4,4,3,1
STU105,2025-01-05,3,4,4,1
STU105,2025-01-06,3,3,4,1
STU105,2025-01-07,3,3,3,1
STU105,2025-01-08,4,3,4,1
STU105,2025-01-09,4,3,3,1
STU105,2025-01-10,4,3,3,1
STU105,2025-01-11,3,3,3,1
STU105,2025-01-12,3,3,4,1
STU105,2025-01-13,4,4,4,1
STU105,2025-01-14,3,4,3,1
STU105,2025-01-15,4,3,4,1
STU105,2025-01-16,3,3,4,1
STU105,2025-01-17,4,3,3,1
STU105,2025-01-18,4,3,3,1
STU105,2025-01-19,3,3,4,1
STU105,2025-01-20,3,3,3,1
STU105,2025-01-21,3,2,3,1
STU105,2025-01-22,2,2,3,1
STU105,2025-01-23,3,2,3,1
STU105,2025-01-24,2,2,2,1
STU105,2025-01-25,2,3,2,1
STU105,2025-01-26,3,2,3,1
STU105,2025-01-27,3,2,3,1
STU105,2025-01-28,2,2,3,1
STU105,2025-01-29,2,2,3,1
STU105,2025-01-30,2,3,2,1
STU105,2025-01-31,2,3,2,1
STU105,2025-02-01,2,2,3,1
STU105,2025-02-02,2,2,3,1
STU105,2025-02-03,2,3,3,1
STU105,2025-02-04,3,2,3,1
STU105,2025-02-05,2,2,3,1
STU105,2025-02-06,2,3,2,1
STU105,2025-02-07,2,2,3,1
STU105,2025-02-08,3,2,3,1
STU105,2025-02-09,3,2,3,1
STU105,2025-02-10,2,1,2,1
STU105,2025-02-11,2,1,1,1
STU105,2025-02-12,1,2,1,1
STU105,2025-02-13,2,2,1,1
STU105,2025-02-14,1,1,2,1
STU105,2025-02-15,1,1,2,1
STU105,2025-02-16,1,2,2,1
STU105,2025-02-17,1,1,2,1
STU105,2025-02-18,2,1,1,1
STU105,2025-02-19,1,2,1,1
STU105,2025-02-20,2,1,2,1
STU105,2025-02-21,1,2,2,1
STU105,2025-02-22,1,2,1,1
STU105,2025-02-23,1,1,1,1
STU105,2025-02-24,1,1,2,1
STU105,2025-02-25,1,1,2,1
STU105,2025-02-26,2,1,2,1
STU105,2025-02-27,2,2,1,1
STU105,2025-02-28,1,1,1,1
STU105,2025-03-01,1,2,1,1
STU106,2025-01-01,4,4,4,1
STU106,2025-01-02,3,3,4,1
STU106,2025-01-03,4,4,3,1
STU106,2025-01-04,4,4,3,1
STU106,2025-01-05,3,3,4,1
STU106,2025-01-06,3,3,4,1
STU106,2025-01-07,4,4,3,1
STU106,2025-01-08,3,4,4,1
STU106,2025-01-09,3,4,3,1
STU106,2025-01-10,4,4,4,1
STU106,2025-01-11,3,4,4,1
STU106,2025-01-12,4,4,4,1
STU106,2025-01-13,4,4,4,1
STU106,2025-01-14,4,4,3,1
STU106,2025-01-15,3,4,4,1
STU106,2025-01-16,3,3,4,1
STU106,2025-01-17,3,3,3,1
STU106,2025-01-18,4,3,3,1
STU106,2025-01-19,4,4,4,1
STU106,2025-01-20,4,3,4,1
STU106,2025-01-21,3,2,3,1
STU106,2025-01-22,2,3,3,1
STU106,2025-01-23,2,2,3,1
STU106,2025-01-24,3,3,2,1
STU106,2025-01-25,3,3,3,1
STU106,2025-01-26,3,3,2,1
STU106,2025-01-27,3,3,3,1
STU106,2025-01-28,3,3,2,1
STU106,2025-01-29,2,3,2,1
STU106,2025-01-30,3,3,3,1
STU106,2025-01-31,3,3,2,1
STU106,2025-02-01,3,3,3,1
STU106,2025-02-02,2,2,3,1
STU106,2025-02-03,2,2,2,1
STU106,2025-02-04,2,3,2,1
STU106,2025-02-05,3,2,3,1
STU106,2025-02-06,2,3,2,1
STU106,2025-02-07,2,2,2,1
STU106,2025-02-08,3,2,2,1
STU106,2025-02-09,2,3,3,1
STU106,2025-02-10,1,2,2,1
STU106,2025-02-11,2,1,1,1
STU106,2025-02-12,1,2,1,1
STU106,2025-02-13,2,1,1,1
STU106,2025-02-14,2,2,1,1
STU106,2025-02-15,1,1,2,1
STU106,2025-02-16,1,2,1,1
STU106,2025-02-17,2,1,2,1
STU106,2025-02-18,2,1,1,1
STU106,2025-02-19,2,2,2,1
STU106,2025-02-20,2,2,1,1
STU106,2025-02-21,2,2,1,1
STU106,2025-02-22,2,1,1,1
STU106,2025-02-23,2,2,2,1
STU106,2025-02-24,2,2,1,1
STU106,2025-02-25,1,1,1,1
STU106,2025-02-26,1,2,2,1
STU106,2025-02-27,2,1,1,1
STU106,2025-02-28,2,2,2,1
STU106,2025-03-01,1,1,2,1
STU107,2025-01-01,4,3,4,1
STU107,2025-01-02,4,4,3,1
STU107,2025-01-03,4,3,3,1
STU107,2025-01-04,3,4,3,1
STU107,2025-01-05,3,3,3,1
STU107,2025-01-06,4,4,4,1
STU107,2025-01-07,4,3,4,1
STU107,2025-01-08,3,4,3,1
STU107,2025-01-09,4,4,3,1
STU107,2025-01-10,4,3,3,1
STU107,2025-01-11,4,3,3,1
STU107,2025-01-12,3,3,4,1
STU107,2025-01-13,3,3,4,1
STU107,2025-01-14,3,3,3,1
STU107,2025-01-15,4,4,3,1
STU107,2025-01-16,4,3,4,1
STU107,2025-01-17,3,4,3,1
STU107,2025-01-18,3,4,4,1
STU107,2025-01-19,4,3,4,1
STU107,2025-01-20,3,4,4,1
STU107,2025-01-21,2,3,3,1
STU107,2025-01-22,3,2,2,1
STU107,2025-01-23,3,2,2,1
STU107,2025-01-24,2,3,3,1
STU107,2025-01-25,3,2,3,1
STU107,2025-01-26,3,3,2,1
STU107,2025-01-27,3,3,2,1
STU107,2025-01-28,2,2,3,1
STU107,2025-01-29,3,3,2,1
STU107,2025-01-30,2,2,2,1
STU107,2025-01-31,2,2,3,1
STU107,2025-02-01,2,3,3,1
STU107,2025-02-02,2,2,3,1
STU107,2025-02-03,2,2,2,1
STU107,2025-02-04,2,3,2,1
STU107,2025-02-05,3,3,3,1
STU107,2025-02-06,2,3,3,1
STU107,2025-02-07,2,2,2,1
STU107,2025-02-08,2,2,2,1
STU107,2025-02-09,2,3,2,1
STU107,2025-02-10,1,2,1,1
STU107,2025-02-11,1,1,2,1
STU107,2025-02-12,2,2,1,1
STU107,2025-02-13,1,2,1,1
STU107,2025-02-14,1,1,1,1
STU107,2025-02-15,2,2,1,1
STU107,2025-02-16,2,1,2,1
STU107,2025-02-17,2,2,2,1
STU107,2025-02-18,2,2,2,1
STU107,2025-02-19,1,1,1,1
STU107,2025-02-20,2,2,2,1
STU107,2025-02-21,1,1,2,1
STU107,2025-02-22,1,1,2,1
STU107,2025-02-23,1,2,1,1
STU107,2025-02-24,2,1,2,1
STU107,2025-02-25,1,2,1,1
STU107,2025-02-26,2,1,1,1
STU107,2025-02-27,1,1,1,1
STU107,2025-02-28,2,2,1,1
STU107,2025-03-01,1,2,1,1
STU108,2025-01-01,3,3,3,1
STU108,2025-01-02,4,4,3,1
STU108,2025-01-03,3,4,3,1
STU108,2025-01-04,4,4,4,1
STU108,2025-01-05,4,4,4,1
STU108,2025-01-06,4,4,4,1
STU108,2025-01-07,4,3,4,1
STU108,2025-01-08,3,4,3,1
STU108,2025-01-09,3,3,4,1
STU108,2025-01-10,4,4,4,1
STU108,2025-01-11,3,3,4,1
STU108,2025-01-12,4,4,4,1
STU108,2025-01-13,3,3,3,1
STU108,2025-01-14,3,4,4,1
STU108,2025-01-15,4,4,4,1
STU108,2025-01-16,4,3,4,1
STU108,2025-01-17,3,3,4,1
STU108,2025-01-18,3,4,3,1
STU108,2025-01-19,3,3,3,1
STU108,2025-01-20,4,4,4,1
STU108,2025-01-21,2,3,3,1
STU108,2025-01-22,2,3,2,1
STU108,2025-01-23,2,3,3,1
STU108,2025-01-24,2,2,3,1
STU108,2025-01-25,2,3,2,1
STU108,2025-01-26,2,3,3,1
STU108,2025-01-27,3,2,3,1
STU108,2025-01-28,2,2,3,1
STU108,2025-01-29,2,3,3,1
STU108,2025-01-30,2,2,3,1
STU108,2025-01-31,2,3,3,1
STU108,2025-02-01,2,2,2,1
STU108,2025-02-02,3,3,3,1
STU108,2025-02-03,3,2,3,1
STU108,2025-02-04,2,2,2,1
STU108,2025-02-05,2,3,3,1
STU108,2025-02-06,2,2,2,1
STU108,2025-02-07,2,2,3,1
STU108,2025-02-08,3,3,3,1
STU108,2025-02-09,2,2,2,1
STU108,2025-02-10,1,2,2,1
STU108,2025-02-11,1,2,1,1
STU108,2025-02-12,1,2,2,1
STU108,2025-02-13,1,2,1,1
STU108,2025-02-14,2,2,2,1
STU108,2025-02-15,2,2,2,1
STU108,2025-02-16,1,2,2,1
STU108,2025-02-17,2,2,2,1
STU108,2025-02-18,2,2,1,1
STU108,2025-02-19,1,1,1,1
STU108,2025-02-20,1,2,1,1
STU108,2025-02-21,1,2,2,1
STU108,2025-02-22,1,2,1,1
STU108,2025-02-23,2,1,2,1
STU108,2025-02-24,2,2,2,1
STU108,2025-02-25,1,1,2,1
STU108,2025-02-26,2,2,1,1
STU108,2025-02-27,1,2,1,1
STU108,2025-02-28,1,1,2,1
STU108,2025-03-01,1,1,2,1
STU109,2025-01-01,3,3,4,1
STU109,2025-01-02,4,4,4,1
STU109,2025-01-03,3,4,3,1
STU109,2025-01-04,3,4,4,1
STU109,2025-01-05,3,4,4,1
STU109,2025-01-06,4,4,3,1
STU109,2025-01-07,4,4,4,1
STU109,2025-01-08,4,4,3,1
STU109,2025-01-09,3,4,3,1
STU109,2025-01-10,3,4,3,1
STU109,2025-01-11,3,4,4,1
STU109,2025-01-12,3,3,3,1
STU109,2025-01-13,3,4,4,1
STU109,2025-01-14,4,4,4,1
STU109,2025-01-15,4,4,4,1
STU109,2025-01-16,3,4,4,1
STU109,2025-01-17,4,4,3,1
STU109,2025-01-18,3,4,3,1
STU109,2025-01-19,4,3,4,1
STU109,2025-01-20,3,4,4,1
STU109,2025-01-21,3,3,2,1
STU109,2025-01-22,3,2,3,1
STU109,2025-01-23,2,3,3,1
STU109,2025-01-24,2,3,2,1
STU109,2025-01-25,2,3,2,1
STU109,2025-01-26,2,3,3,1
STU109,2025-01-27,3,3,2,1
STU109,2025-01-28,3,3,2,1
STU109,2025-01-29,3,3,3,1
STU109,2025-01-30,3,3,2,1
STU109,2025-01-31,3,3,3,1
STU109,2025-02-01,2,3,3,1
STU109,2025-02-02,3,3,3,1
STU109,2025-02-03,3,2,2,1
STU109,2025-02-04,2,3,3,1
STU109,2025-02-05,3,2,2,1
STU109,2025-02-06,3,2,3,1
STU109,2025-02-07,3,3,2,1
STU109,2025-02-08,2,3,3,1
STU109,2025-02-09,3,3,2,1
STU109,2025-02-10,2,1,2,1
STU109,2025-02-11,2,2,1,1
STU109,2025-02-12,1,1,2,1
STU109,2025-02-13,1,1,1,1
STU109,2025-02-14,1,2,1,1
STU109,2025-02-15,1,1,2,1
STU109,2025-02-16,2,2,2,1
STU109,2025-02-17,1,1,2,1
STU109,2025-02-18,2,2,1,1
STU109,2025-02-19,2,2,2,1
STU109,2025-02-20,2,2,1,1
STU109,2025-02-21,2,1,1,1
STU109,2025-02-22,1,2,1,1
STU109,2025-02-23,2,2,2,1
STU109,2025-02-24,1,1,2,1
STU109,2025-02-25,2,1,2,1
STU109,2025-02-26,2,1,1,1
STU109,2025-02-27,2,1,2,1
STU109,2025-02-28,1,2,1,1
STU109,2025-03-01,2,1,1,1
STU110,2025-01-01,4,3,3,1
STU110,2025-01-02,4,4,3,1
STU110,2025-01-03,3,4,4,1
STU110,2025-01-04,3,3,4,1
STU110,2025-01-05,3,4,3,1
STU110,2025-01-06,3,3,3,1
STU110,2025-01-07,3,4,3,1
STU110,2025-01-08,3,4,4,1
STU110,2025-01-09,3,3,4,1
STU110,2025-01-10,3,4,4,1
STU110,2025-01-11,3,4,3,1
STU110,2025-01-12,3,4,3,1
STU110,2025-01-13,4,4,3,1
STU110,2025-01-14,3,3,3,1
STU110,2025-01-15,3,4,4,1
STU110,2025-01-16,4,4,3,1
STU110,2025-01-17,4,3,3,1
STU110,2025-01-18,3,3,4,1
STU110,2025-01-19,3,4,3,1
STU110,2025-01-20,3,3,3,1
STU110,2025-01-21,3,3,2,1
STU110,2025-01-22,2,2,3,1
STU110,2025-01-23,3,3,2,1
STU110,2025-01-24,3,3,3,1
STU110,2025-01-25,2,3,3,1
STU110,2025-01-26,3,3,2,1
STU110,2025-01-27,2,3,3,1
STU110,2025-01-28,3,3,3,1
STU110,2025-01-29,2,2,3,1
STU110,2025-01-30,3,3,2,1
STU110,2025-01-31,2,3,3,1
STU110,2025-02-01,2,2,2,1
STU110,2025-02-02,2,3,2,1
STU110,2025-02-03,3,2,3,1
STU110,2025-02-04,3,2,2,1
STU110,2025-02-05,2,3,2,1
STU110,2025-02-06,2,2,3,1
STU110,2025-02-07,3,3,3,1
STU110,2025-02-08,3,3,3,1
STU110,2025-02-09,2,2,3,1
STU110,2025-02-10,2,2,1,1
STU110,2025-02-11,1,1,2,1
STU110,2025-02-12,1,2,1,1
STU110,2025-02-13,1,2,2,1
STU110,2025-02-14,1,2,2,1
STU110,2025-02-15,1,2,2,1
STU110,2025-02-16,1,2,1,1
STU110,2025-02-17,1,2,2,1
STU110,2025-02-18,1,1,1,1
STU110,2025-02-19,2,1,2,1
STU110,2025-02-20,2,1,2,1
STU110,2025-02-21,2,1,1,1
STU110,2025-02-22,1,2,1,1
STU110,2025-02-23,1,2,1,1
STU110,2025-02-24,2,1,2,1
STU110,2025-02-25,1,2,1,1
STU110,2025-02-26,1,1,1,1
STU110,2025-02-27,1,1,2,1
STU110,2025-02-28,1,1,1,1
STU110,2025-03-01,2,1,2,1
STU111,2025-01-01,3,3,3,1
STU111,2025-01-02,4,4,4,1
STU111,2025-01-03,3,3,3,1
STU111,2025-01-04,4,3,4,1
STU111,2025-01-05,4,3,3,1
STU111,2025-01-06,3,3,4,1
STU111,2025-01-07,4,3,4,1
STU111,2025-01-08,3,4,4,1
STU111,2025-01-09,4,3,3,1
STU111,2025-01-10,4,4,4,1
STU111,2025-01-11,3,4,3,1
STU111,2025-01-12,3,3,3,1
STU111,2025-01-13,3,4,3,1
STU111,2025-01-14,3,3,3,1
STU111,2025-01-15,4,4,3,1
STU111,2025-01-16,4,3,3,1
STU111,2025-01-17,3,3,4,1
STU111,2025-01-18,3,3,3,1
STU111,2025-01-19,3,3,4,1
STU111,2025-01-20,3,3,4,1
STU111,2025-01-21,2,2,3,1
STU111,2025-01-22,3,2,3,1
STU111,2025-01-23,3,2,2,1
STU111,2025-01-24,2,2,2,1
STU111,2025-01-25,2,3,3,1
STU111,2025-01-26,2,2,3,1
STU111,2025-01-27,2,3,2,1
STU111,2025-01-28,2,3,2,1
STU111,2025-01-29,3,2,3,1
STU111,2025-01-30,3,2,3,1
STU111,2025-01-31,2,3,3,1
STU111,2025-02-01,3,3,3,1
STU111,2025-02-02,3,2,2,1
STU111,2025-02-03,3,3,2,1
STU111,2025-02-04,2,3,2,1
STU111,2025-02-05,2,2,2,1
STU111,2025-02-06,3,3,2,1
STU111,2025-02-07,3,2,2,1
STU111,2025-02-08,2,2,2,1
STU111,2025-02-09,2,3,2,1
STU111,2025-02-10,2,2,1,1
STU111,2025-02-11,1,1,1,1
STU111,2025-02-12,1,1,1,1
STU111,2025-02-13,2,1,1,1
STU111,2025-02-14,2,2,1,1
STU111,2025-02-15,1,1,2,1
STU111,2025-02-16,1,1,2,1
STU111,2025-02-17,1,1,2,1
STU111,2025-02-18,2,1,1,1
STU111,2025-02-19,2,1,2,1
STU111,2025-02-20,1,1,1,1
STU111,2025-02-21,2,1,2,1
STU111,2025-02-22,1,2,2,1
STU111,2025-02-23,1,1,1,1
STU111,2025-02-24,2,2,1,1
STU111,2025-02-25,1,1,2,1
STU111,2025-02-26,2,2,1,1
STU111,2025-02-27,1,1,2,1
STU111,2025-02-28,2,2,1,1
STU111,2025-03-01,1,1,2,1
STU112,2025-01-01,3,3,4,1
STU112,2025-01-02,4,4,4,1
STU112,2025-01-03,3,3,3,1
STU112,2025-01-04,4,3,4,1
STU112,2025-01-05,3,3,3,1
STU112,2025-01-06,4,4,3,1
STU112,2025-01-07,4,3,3,1
STU112,2025-01-08,4,4,3,1
STU112,2025-01-09,4,4,4,1
STU112,2025-01-10,4,3,3,1
STU112,2025-01-11,4,4,4,1
STU112,2025-01-12,4,3,4,1
STU112,2025-01-13,3,4,3,1
STU112,2025-01-14,3,4,4,1
STU112,2025-01-15,4,3,3,1
STU112,2025-01-16,4,4,4,1
STU112,2025-01-17,3,4,3,1
STU112,2025-01-18,4,3,4,1
STU112,2025-01-19,4,4,4,1
STU112,2025-01-20,4,4,4,1
STU112,2025-01-21,2,3,2,1
STU112,2025-01-22,2,3,2,1
STU112,2025-01-23,2,2,3,1
STU112,2025-01-24,2,3,3,1
STU112,2025-01-25,3,2,2,1
STU112,2025-01-26,3,3,3,1
STU112,2025-01-27,3,2,3,1
STU112,2025-01-28,2,2,3,1
STU112,2025-01-29,3,3,3,1
STU112,2025-01-30,2,2,2,1
STU112,2025-01-31,2,2,3,1
STU112,2025-02-01,2,3,2,1
STU112,2025-02-02,2,3,2,1
STU112,2025-02-03,2,2,3,1
STU112,2025-02-04,2,3,3,1
STU112,2025-02-05,2,2,3,1
STU112,2025-02-06,2,3,3,1
STU112,2025-02-07,2,2,3,1
STU112,2025-02-08,2,3,3,1
STU112,2025-02-09,3,3,3,1
STU112,2025-02-10,2,2,2,1
STU112,2025-02-11,2,2,2,1
STU112,2025-02-12,1,2,2,1
STU112,2025-02-13,1,1,1,1
STU112,2025-02-14,1,2,2,1
STU112,2025-02-15,1,2,2,1
STU112,2025-02-16,2,1,2,1
STU112,2025-02-17,2,1,2,1
STU112,2025-02-18,2,2,1,1
STU112,2025-02-19,1,1,2,1
STU112,2025-02-20,1,1,1,1
STU112,2025-02-21,2,2,2,1
STU112,2025-02-22,2,2,1,1
STU112,2025-02-23,2,2,1,1
STU112,2025-02-24,1,2,2,1
STU112,2025-02-25,2,1,1,1
STU112,2025-02-26,2,2,2,1
STU112,2025-02-27,2,1,1,1
STU112,2025-02-28,1,2,2,1
STU112,2025-03-01,1,2,2,1
STU113,2025-01-01,3,4,4,1
STU113,2025-01-02,3,4,4,1
STU113,2025-01-03,3,3,3,1
STU113,2025-01-04,3,3,3,1
STU113,2025-01-05,3,3,4,1
STU113,2025-01-06,4,3,3,1
STU113,2025-01-07,3,3,3,1
STU113,2025-01-08,3,4,4,1
STU113,2025-01-09,3,3,3,1
STU113,2025-01-10,4,4,4,1
STU113,2025-01-11,4,4,4,1
STU113,2025-01-12,3,4,4,1
STU113,2025-01-13,3,3,4,1
STU113,2025-01-14,3,4,4,1
STU113,2025-01-15,3,3,4,1
STU113,2025-01-16,4,4,3,1
STU113,2025-01-17,4,4,3,1
STU113,2025-01-18,3,3,3,1
STU113,2025-01-19,3,4,4,1
STU113,2025-01-20,3,4,4,1
STU113,2025-01-21,2,2,2,1
STU113,2025-01-22,2,3,3,1
STU113,2025-01-23,2,2,2,1
STU113,2025-01-24,3,3,3,1
STU113,2025-01-25,2,2,3,1
STU113,2025-01-26,3,3,2,1
STU113,2025-01-27,3,2,3,1
STU113,2025-01-28,3,3,2,1
STU113,2025-01-29,2,2,3,1
STU113,2025-01-30,2,3,3,1
STU113,2025-01-31,2,2,3,1
STU113,2025-02-01,2,2,3,1
STU113,2025-02-02,3,2,2,1
STU113,2025-02-03,2,3,3,1
STU113,2025-02-04,3,3,3,1
STU113,2025-02-05,2,2,2,1
STU113,2025-02-06,3,2,2,1
STU113,2025-02-07,3,3,2,1
STU113,2025-02-08,2,2,2,1
STU113,2025-02-09,2,2,2,1
STU113,2025-02-10,1,2,1,1
STU113,2025-02-11,2,1,1,1
STU113,2025-02-12,1,1,2,1
STU113,2025-02-13,1,2,1,1
STU113,2025-02-14,1,2,1,1
STU113,2025-02-15,1,1,2,1
STU113,2025-02-16,1,2,2,1
STU113,2025-02-17,1,1,1,1
STU113,2025-02-18,2,2,2,1
STU113,2025-02-19,1,2,1,1
STU113,2025-02-20,1,1,1,1
STU113,2025-02-21,1,1,2,1
STU113,2025-02-22,1,1,2,1
STU113,2025-02-23,2,2,1,1
STU113,2025-02-24,1,1,1,1
STU113,2025-02-25,1,2,1,1
STU113,2025-02-26,2,1,2,1
STU113,2025-02-27,2,2,2,1
STU113,2025-02-28,2,1,1,1
STU113,2025-03-01,1,2,2,1
STU114,2025-01-01,4,4,4,1
STU114,2025-01-02,4,4,4,1
STU114,2025-01-03,3,3,3,1
STU114,2025-01-04,3,4,3,1
STU114,2025-01-05,4,3,4,1
STU114,2025-01-06,3,4,4,1
STU114,2025-01-07,4,4,3,1
STU114,2025-01-08,3,3,3,1
STU114,2025-01-09,3,3,4,1
STU114,2025-01-10,3,3,3,1
STU114,2025-01-11,3,4,4,1
STU114,2025-01-12,4,4,3,1
STU114,2025-01-13,3,4,4,1
STU114,2025-01-14,4,3,3,1
STU114,2025-01-15,4,3,4,1
STU114,2025-01-16,3,4,3,1
STU114,2025-01-17,4,3,4,1
STU114,2025-01-18,4,3,3,1
STU114,2025-01-19,4,4,3,1
STU114,2025-01-20,3,4,3,1
STU114,2025-01-21,2,3,3,1
STU114,2025-01-22,3,2,2,1
STU114,2025-01-23,2,2,3,1
STU114,2025-01-24,2,3,2,1
STU114,2025-01-25,3,2,3,1
STU114,2025-01-26,3,3,2,1
STU114,2025-01-27,2,3,3,1
STU114,2025-01-28,2,3,3,1
STU114,2025-01-29,3,3,2,1
STU114,2025-01-30,2,3,2,1
STU114,2025-01-31,2,3,2,1
STU114,2025-02-01,3,3,2,1
STU114,2025-02-02,3,2,2,1
STU114,2025-02-03,3,2,3,1
STU114,2025-02-04,3,3,2,1
STU114,2025-02-05,2,3,2,1
STU114,2025-02-06,2,2,2,1
STU114,2025-02-07,3,2,2,1
STU114,2025-02-08,2,3,2,1
STU114,2025-02-09,2,2,2,1
STU114,2025-02-10,2,1,1,1
STU114,2025-02-11,1,1,2,1
STU114,2025-02-12,2,1,1,1
STU114,2025-02-13,2,2,1,1
STU114,2025-02-14,1,1,1,1
STU114,2025-02-15,2,2,2,1
STU114,2025-02-16,1,1,1,1
STU114,2025-02-17,1,1,1,1
STU114,2025-02-18,1,2,2,1
STU114,2025-02-19,2,2,1,1
STU114,2025-02-20,1,2,2,1
STU114,2025-02-21,1,1,2,1
STU114,2025-02-22,2,2,1,1
STU114,2025-02-23,2,1,2,1
STU114,2025-02-24,1,2,1,1
STU114,2025-02-25,1,1,1,1
STU114,2025-02-26,2,2,1,1
STU114,2025-02-27,2,1,1,1
STU114,2025-02-28,1,2,1,1
STU114,2025-03-01,2,2,1,1
STU115,2025-01-01,3,3,4,1
STU115,2025-01-02,4,3,4,1
STU115,2025-01-03,3,3,4,1
STU115,2025-01-04,3,3,3,1
STU115,2025-01-05,4,4,3,1
STU115,2025-01-06,4,3,4,1
STU115,2025-01-07,4,3,4,1
STU115,2025-01-08,4,3,4,1
STU115,2025-01-09,4,3,4,1
STU115,2025-01-10,4,3,4,1
STU115,2025-01-11,3,4,4,1
STU115,2025-01-12,3,3,3,1
STU115,2025-01-13,3,4,4,1
STU115,2025-01-14,4,3,4,1
STU115,2025-01-15,4,3,3,1
STU115,2025-01-16,4,3,3,1
STU115,2025-01-17,4,3,4,1
STU115,2025-01-18,4,3,4,1
